animal_id,sex,age,date,svl,tail-length,body-mass,feeding
18/0B,male,9.7,5/11/05,23.5,31.3,592,moderate
18/0B,male,12.7,5/14/08,32,41.6,1455,moderate
18/0B,male,13.7,5/20/09,35,45.2,2060,moderate
18/0B,male,14.6,4/3/10,36.4,46.3,2355,moderate
18/0B,male,14.7,5/16/10,37,46.4,2675,moderate
18/0B,male,15.7,5/22/11,40.5,49,2835,moderate
18/0B,male,17.7,5/20/13,41,49.3,2950,moderate
19A,female,6.7,5/18/02,18.5,25,241,moderate
19A,female,7.7,5/16/03,19.5,26,275,moderate
19A,female,9.7,5/16/05,20.8,27.2,405,moderate
19A,female,12.7,5/14/08,24,30.7,530,moderate
19A,female,15.7,5/21/11,26.2,33.3,780,moderate
19A,female,17.7,5/19/13,28,35.2,1050,moderate
19A,female,19.7,5/21/15,30.1,37,1111,moderate
19A,female,20.7,5/18/16,30.6,37,1168,moderate
19A,female,20.8,6/25/16,30.7,36.5,1055,moderate
19A,female,20.9,9/9/16,30,37.2,1060,moderate
19B,male,NA,5/18/16,32,36.2,1200,moderate
19/0A,female,9.5,3/24/96,25.5,32.9,625,moderate
19/0B,male,NA,3/21/00,25,34,632,moderate
19/0B,male,NA,5/12/01,25.8,33.6,645,moderate
19/0B,male,NA,6/22/02,25.7,34.5,700,moderate
19/0B,male,NA,5/14/04,27,34.8,653,moderate
19/0B,male,NA,5/20/13,31,36.7,980,moderate
19/0B,male,NA,5/19/17,31,37.2,1033,moderate
19/0C,female,NA,5/22/09,21.3,29,445,moderate
19/0C,female,NA,5/20/15,24.5,32.4,587,moderate
19/0C,female,NA,5/18/17,26,33.2,640,moderate
20A,male,NA,3/10/80,34.29,38.74,1530,moderate
20A,male,NA,3/20/86,43.5,46.36,3080,moderate
20B,female,NA,5/19/02,30.3,36.6,1113,moderate
20C,female,5.7,5/21/15,19,24.5,265,moderate
20C,female,6.7,5/22/16,19.8,27.1,355,moderate
20C,female,7.7,5/19/17,20,27.7,315,moderate
20C,female,8.5,3/22/92,23.5,31.43,390,moderate
20/30,female,10.5,3/21/94,24.2,31.8,540,moderate
20/30,female,11.5,3/20/95,24.2,32.7,560,moderate
20/30,female,12.5,3/23/96,26.2,35.1,780,moderate
20/30,female,14.5,3/12/98,31.1,40,1210,moderate
20/30,female,16.5,3/21/00,35.5,43.6,1925,moderate
20/30,female,17.7,5/11/01,36,45,2031,moderate
20/30,female,17.8,6/23/01,36,NA,NA,moderate
20/30,female,18.8,6/20/02,36.6,45.3,NA,moderate
20/30,female,20.7,5/14/04,37.8,NA,2290,moderate
20/30,female,21.7,5/11/05,39,NA,2660,moderate
20/0A,male,NA,3/21/86,29.85,40.01,1023,moderate
20/0A,male,NA,3/21/88,32.39,45.4,1475,moderate
20/0A,male,NA,3/22/90,36.83,47.63,1675,moderate
20/0A,male,NA,3/23/92,40.64,49.53,2592,moderate
20/0A,male,NA,3/15/93,39.3,50.8,2935,moderate
20/0A,male,NA,3/21/94,42,51.3,3243,moderate
20/0B,male,NA,3/22/92,29.21,36.83,1060,moderate
20/0B,male,NA,3/15/93,32.1,40,1328,moderate
20/0B,male,NA,3/22/94,36.5,43.7,1790,moderate
20/0C,male,3.7,5/22/09,15.1,20.3,145,moderate
20/0C,male,5.7,5/22/11,19.2,25.8,240,moderate
20/0C,male,7.7,5/20/13,21.7,29,385,moderate
20/0C,male,9.7,5/20/15,23.7,31.3,458,moderate
20/0C,male,10.7,5/26/16,24.9,32.7,585,moderate
20/0C,male,11.7,5/19/17,26.1,33.7,683,moderate
21A,male,7.5,3/10/80,23.18,31.75,525,moderate
21A,male,9.5,3/16/82,25.4,34.93,660,moderate
21B,female,NA,3/23/92,26.67,NA,765,moderate
21B,female,NA,3/22/94,28.1,NA,719,moderate
21C,male,NA,5/21/15,23.7,32.3,511,moderate
21C,male,NA,5/18/17,27.2,35.3,690,moderate
21D,female,NA,5/20/15,21.6,29.6,390,moderate
21D,female,NA,5/23/16,22.9,31.3,495,moderate
21D,female,NA,6/24/16,23.1,32,485,moderate
21D,female,NA,5/23/19,26,35.1,764,moderate
21/0A,male,1.5,3/24/96,12.9,17.9,103,moderate
21/0A,male,5.5,3/21/00,18,24.9,280,moderate
21/0A,male,6.7,5/11/01,21.2,28.5,410,moderate
21/0A,male,7.7,5/18/02,24,32,614,moderate
21/0A,male,8.7,5/16/03,25.5,35.7,777,moderate
21/0A,male,9.7,5/14/04,28.5,38.9,900,moderate
21/0A,male,10.7,5/11/05,32,42.2,1460,moderate
21/0B,female,NA,5/20/09,28.7,37.3,975,moderate
22A,male,NA,3/10/80,30.48,NA,990,moderate
22A,male,NA,3/21/86,38.1,NA,2481,moderate
22A,male,NA,3/21/88,38.42,NA,2325,moderate
22A,male,NA,3/22/90,38.1,NA,2125,moderate
22A,male,NA,3/22/92,38.1,44.45,2192,moderate
22B,female,NA,3/20/95,31.2,38.1,1205,moderate
22C,female,NA,5/18/03,23.5,32.1,522,moderate
22C,female,NA,5/15/04,23.9,32.5,563,moderate
22/0A,female,8.5,3/24/96,24.6,31.5,480,moderate
22/0B,male,NA,3/21/00,32,39,1457,moderate
22/0B,male,NA,5/12/01,31.7,39.1,1280,moderate
22/0B,male,NA,5/19/02,32.5,39.4,1285,moderate
22/0C,male,5.5,3/22/00,19.1,25.8,295,moderate
22/0C,male,10.7,5/12/05,23.8,30.5,492,moderate
22/0C,male,13.7,5/14/08,26.7,33.4,645,moderate
22/0C,male,14.7,5/22/09,28,32.8,822,moderate
22/0C,male,15.7,5/16/10,27.7,34,843,moderate
22/0D,female,NA,5/14/08,21.2,28,330,moderate
22/0D,female,NA,5/22/11,24,30.9,500,moderate
22/0D,female,NA,5/19/13,24.9,32.1,595,moderate
22/0D,female,NA,5/21/15,26.7,32.5,683,moderate
22/0D,female,NA,5/23/16,26.6,33.6,690,moderate
22/0D,female,NA,5/18/17,27.5,33.6,775,moderate
23A,male,NA,3/10/80,29.21,35.88,820,moderate
23A,male,NA,3/15/82,30.48,38.1,1050,moderate
23A,male,NA,3/14/83,31.75,40.32,1460,moderate
23A,male,NA,3/20/86,33.66,42.86,1672,moderate
23B,female,NA,3/23/92,27.94,37.47,890,moderate
23B,female,NA,3/21/94,29,37.5,1040,moderate
23B,female,NA,3/21/95,30.2,38.5,1063,moderate
23B,female,NA,3/23/96,30.6,40.1,1228,moderate
23B,female,NA,3/12/98,31.5,40.2,1310,moderate
23B,female,NA,3/21/00,32.5,41,1580,moderate
23B,female,NA,5/11/01,35.1,40,1575,moderate
23B,female,NA,6/17/01,35.1,NA,NA,moderate
23B,female,NA,6/21/02,NA,NA,NA,moderate
23C,male,4.7,5/21/15,17.8,24.3,270,moderate
23C,male,5.9,9/9/16,21.6,29.1,410,moderate
23C,male,6.7,5/18/17,23,30,545,moderate
23C,male,7.7,6/3/18,24.8,33.3,655,moderate
23D,female,NA,5/19/17,20.5,29.9,405,moderate
23/0A,male,NA,3/24/96,25.1,31.1,578,moderate
23/0A,male,NA,3/22/00,27,34.6,920,moderate
23/0A,male,NA,5/18/02,27.5,34.2,663,moderate
23/0B,male,4.7,5/21/15,17.2,24.2,135,moderate
24A,male,NA,3/15/82,32.39,NA,1250,moderate
24A,male,NA,3/14/83,34.29,NA,1645,moderate
24A,male,NA,3/20/86,35.24,NA,2002,moderate
24B,female,NA,3/23/92,28.58,35.56,862,moderate
24B,female,NA,3/21/95,29,36.4,988,moderate
24C,male,5.7,5/21/15,19,25.8,285,moderate
24C,male,6.7,5/18/16,20.1,27.6,342,moderate
24C,male,7.7,5/19/17,22,29.7,445,moderate
24C,male,8.7,6/3/18,22.9,32.6,575,moderate
24D,female,NA,5/20/15,21.5,28.9,350,moderate
24D,female,NA,5/23/19,24.1,33.1,545,moderate
24/0A,male,NA,3/24/96,25.2,30.5,595,moderate
24/0A,male,NA,3/21/00,26.5,34.1,695,moderate
24/0A,male,NA,5/12/01,26.6,34.4,720,moderate
24/0A,male,NA,5/18/02,26.6,35.5,805,moderate
24/0A,male,NA,5/18/03,27.2,35.3,745,moderate
24/0A,male,NA,5/14/04,27.2,35.6,NA,moderate
24/0A,male,NA,5/12/05,28.7,36.9,925,moderate
24/0A,male,NA,3/19/06,NA,NA,NA,moderate
24/0A,male,NA,5/14/08,31,37.9,1108,moderate
24/0A,male,NA,5/22/09,32,38.3,1305,moderate
24/0A,male,NA,5/16/10,32.2,37.7,1279,moderate
24/0A,male,NA,5/21/11,32.7,38.8,1085,moderate
24/0B,male,NA,3/22/00,29.5,37.2,1100,moderate
24/0B,male,NA,6/29/01,30.8,38.5,NA,moderate
24/0B,male,NA,5/19/02,30.5,38.5,1161,moderate
24/0B,male,NA,5/14/04,31.5,40.1,1165,moderate
24/0C,female,NA,5/14/08,23.5,30.8,479,moderate
24/0C,female,NA,5/18/16,26.3,33.2,615,moderate
25A,female,NA,3/15/82,28.58,38.74,950,moderate
25A,female,NA,3/14/83,29.85,39.37,1140,moderate
25A,female,NA,3/21/88,32.39,41.59,1325,moderate
25A,female,NA,3/22/90,32.7,41.59,1345,moderate
25A,female,NA,3/23/92,33.66,41.91,1770,moderate
25A,female,NA,3/20/95,34.7,42.5,1610,moderate
25A,female,NA,3/23/96,34.2,42.5,1410,moderate
25A,female,NA,3/22/00,33.5,43,1350,moderate
25A,female,NA,5/12/01,34.1,43.1,1360,moderate
25A,female,NA,5/19/02,34.5,43.1,1379,moderate
25A,female,NA,6/23/02,34.5,NA,NA,moderate
25A,female,NA,5/16/03,34.5,43,1305,moderate
25A,female,NA,5/12/05,34.8,43.4,1571,moderate
25B,male,NA,3/21/95,30.8,38,1255,moderate
25C,male,3.7,5/21/15,16.1,21.6,147,moderate
25C,male,4.7,5/18/16,17.7,23.6,200,moderate
25C,male,6.7,6/3/18,19.9,27.3,325,moderate
25C,male,6.9,9/3/18,21,27.9,360,moderate
25C,male,7.7,5/19/19,22.3,29.4,400,moderate
25D,female,NA,5/19/17,20.7,28,380,moderate
25/0A,male,NA,3/24/96,30.1,37.5,1170,moderate
25/0A,male,NA,3/13/98,32,39.4,1430,moderate
25/0A,male,NA,5/11/01,34,40.6,1545,moderate
25/0A,male,NA,5/18/02,34.5,40.2,1680,moderate
25/0B,female,NA,3/22/00,25.5,33.5,755,moderate
25/0B,female,NA,5/14/01,26,34.2,640,moderate
26A,male,NA,3/15/82,29.21,37.78,930,moderate
26A,male,NA,3/14/83,32.39,43.18,1570,moderate
26B,female,NA,3/21/94,26.4,NA,673,moderate
26C,female,NA,5/16/10,21.6,29.6,415,moderate
26C,female,NA,5/20/13,25,31.9,595,moderate
26C,female,NA,5/20/15,26.2,32.6,757,moderate
26C,female,NA,5/18/16,26.1,33.5,710,moderate
26C,female,NA,5/19/17,27.2,34.2,755,moderate
26D,male,NA,5/21/15,19.6,26.1,310,moderate
26D,male,NA,6/3/18,22.9,31.3,540,moderate
26D,male,NA,5/19/19,25,32.4,605,moderate
26/0A,female,7.5,3/24/96,23,28.3,422,moderate
26/0A,female,14.7,5/18/03,24.5,29.5,423,moderate
26/0A,female,26.7,5/21/15,26.1,30.2,553,moderate
26/0A,female,27.7,5/18/16,26,30.2,575,moderate
26/0B,male,5.5,3/22/00,19,25.7,300,moderate
26/0B,male,7.7,5/19/02,21.1,28.5,475,moderate
26/0B,male,8.7,5/16/03,24,31.1,505,moderate
26/0B,male,9.7,5/15/04,24.7,32.1,550,moderate
26/0B,male,10.7,5/11/05,24.8,32.1,635,moderate
26/0B,male,13.7,5/16/08,32,38.8,1050,moderate
26/0B,male,18.7,5/20/13,35.2,41.2,1660,moderate
26/0B,male,21.7,5/18/16,36,42.7,1660,moderate
27A,male,9.5,3/15/82,26.04,33.66,550,moderate
27B,female,NA,3/21/94,32.5,41.5,1320,moderate
27C,male,NA,5/21/15,24.9,32.7,685,moderate
27C,male,NA,5/18/16,26.6,35.2,808,moderate
27C,male,NA,5/19/17,29.2,37.3,1100,moderate
27C,male,NA,6/4/18,30.2,39.1,1175,moderate
27D,female,NA,5/20/15,25.5,33.2,660,moderate
27D,female,NA,5/18/16,26.4,32.7,652,moderate
27/0A,female,1.5,3/12/98,12.1,16.7,90,moderate
27/0A,female,3.5,3/21/00,16,22.7,207,moderate
27/0A,female,4.7,5/12/01,19.2,26,290,moderate
27/0A,female,5.7,5/18/02,21.2,29.5,442,moderate
27/0A,female,7.7,5/14/04,25.5,33.2,600,moderate
27/0B,female,NA,5/19/02,25.6,32.6,560,moderate
27/0B,female,NA,5/18/03,24.2,33.1,650,moderate
27/0B,female,NA,5/11/05,28.5,37.1,1017,moderate
27/0B,female,NA,5/20/09,30.7,40.2,1145,moderate
28A,male,NA,3/15/82,29.85,38.1,940,moderate
28A,male,NA,3/14/83,33.02,41.28,1355,moderate
28A,male,NA,3/20/86,40.01,49.85,2622,moderate
28B,female,NA,3/21/94,25.5,30.8,620,moderate
28B,female,NA,3/12/98,27.6,33.1,810,moderate
28C,female,NA,5/20/15,25.5,34.6,657,moderate
28D,male,4.7,5/21/15,17.2,23.1,155,moderate
28D,male,6.7,5/19/17,20.5,27.5,348,moderate
28D,male,8.7,5/19/19,24.1,32.6,1195,moderate
29A,male,NA,3/15/82,36.2,41.28,1650,moderate
29A,male,NA,3/20/86,45.72,48.9,4292,moderate
29A,male,NA,3/21/88,46.36,NA,4125,moderate
29A,male,NA,3/22/90,45.72,NA,3605,moderate
29A,male,NA,3/22/92,43.18,NA,3708,moderate
29A,male,NA,3/15/93,47.1,NA,3897,moderate
29B,female,NA,3/21/94,26.2,33.6,623,moderate
29B,female,NA,7/4/01,27,36.1,NA,moderate
29C,male,5.7,5/21/15,18.6,23.7,265,moderate
29C,male,6.7,5/18/16,19.7,25.4,295,moderate
29C,male,6.8,6/25/16,20.6,25.9,347,moderate
29C,male,7.7,5/19/17,21.5,27.2,407,moderate
29C,male,9.7,5/19/19,23.6,30.1,525,moderate
30A,male,NA,3/10/80,43.18,NA,NA,moderate
30A,male,NA,3/20/86,45.4,NA,4836,moderate
30B,female,8.5,3/22/92,24.13,32.07,530,moderate
30B,female,10.5,3/21/94,27.2,34,735,moderate
30B,female,12.5,3/23/96,29.6,38.2,1130,moderate
30B,female,16.5,3/22/00,31.5,41,1345,moderate
30B,female,18.8,6/20/02,32.5,41.2,1320,moderate
30/0A,male,NA,3/21/94,28,35,828,moderate
30/0A,male,NA,3/20/95,30.5,37.7,1090,moderate
30/0A,male,NA,3/23/96,32.7,40.3,1350,moderate
30/0A,male,NA,3/12/98,37.3,44.6,2280,moderate
30/0A,male,NA,3/21/00,41,47.7,3090,moderate
30/0A,male,NA,5/11/01,41.2,49.4,2975,moderate
30/0A,male,NA,5/18/02,43,49,3152,moderate
30/0A,male,NA,5/16/03,41.5,48.2,3180,moderate
30/0A,male,NA,5/14/04,42.1,47.8,3095,moderate
30/0A,male,NA,5/11/05,44,48.5,3221,moderate
30/0A,male,NA,5/14/08,42,47.1,2682,moderate
30/0A,male,NA,5/16/10,NA,NA,NA,moderate
30/0B,female,NA,3/21/86,26.04,33.66,702,moderate
30/0,female,NA,3/24/90,26.99,34.61,735,moderate
30/0,female,NA,3/21/94,29.2,NA,925,moderate
30/0,female,NA,3/21/95,29,NA,858,moderate
31A,male,NA,3/15/82,28.58,36.2,770,moderate
31B,female,8.5,3/21/94,23.1,30.4,472,moderate
31B,female,9.5,3/20/95,24.6,32,550,moderate
31B,female,12.5,3/12/98,25.5,34.2,540,moderate
31B,female,14.5,3/21/00,26,33.8,795,moderate
31B,female,15.8,6/16/01,27.2,34.5,NA,moderate
31B,female,16.7,5/18/02,26.7,34.7,757,moderate
31B,female,17.7,5/16/03,27,34.2,970,moderate
31C,male,NA,5/21/15,22.5,30.7,440,moderate
31C,male,NA,5/18/16,24.5,33,511,moderate
31C,male,NA,5/18/17,26,34.6,690,moderate
31D,female,NA,5/19/17,18.1,24.5,248,moderate
31D,female,NA,5/19/19,20.6,23.2,245,moderate
31/0A,female,5.5,3/21/00,19.2,26.5,308,moderate
31/0A,female,7.7,5/18/02,21.6,30,398,moderate
31/0A,female,9.7,5/14/04,23.7,31.5,571,moderate
31/0A,female,10.7,5/11/05,25,32.6,622,moderate
31/0A,female,13.7,5/16/08,26.1,33.9,730,moderate
31/0A,female,14.7,5/20/09,26,34.5,830,moderate
31/0B,male,NA,5/20/15,23,31.1,505,moderate
31/0B,male,NA,5/18/16,24.7,33.6,570,moderate
31/0B,male,NA,6/19/17,25.2,34.3,632,moderate
31/0B,male,NA,5/23/19,26.8,36.9,758,moderate
32A,female,NA,3/15/82,33.02,39.37,1158,moderate
32A,female,NA,3/22/00,36.2,NA,1670,moderate
32A,female,NA,5/12/01,35.2,NA,1790,moderate
32A,female,NA,5/18/02,35.5,NA,1800,moderate
32B,male,NA,3/15/93,33.3,42.9,1828,moderate
32B,male,NA,3/21/94,35.2,43,1620,moderate
32B,male,NA,5/11/01,42,50.5,3879,moderate
32C,male,8.5,3/22/92,24.45,30.8,523,moderate
32C,male,10.5,3/21/94,27.6,35.5,920,moderate
32C,male,11.5,3/20/95,30.7,38.8,1380,moderate
32C,male,12.5,3/23/96,34.5,43.6,1962,moderate
32C,male,14.5,3/12/98,40,48.3,3440,moderate
32C,male,16.5,3/21/00,43,49.5,3925,moderate
32C,male,18.7,5/18/02,43,50,3682,moderate
32C,male,19.7,5/16/03,44.2,50.5,3977,moderate
32C,male,20.7,5/14/04,42.8,50.4,4170,moderate
32C,male,21.7,5/11/05,43,50,4255,moderate
32C,male,22.5,3/19/06,NA,NA,NA,moderate
32C,male,24.5,3/29/08,45.8,50.2,4510,moderate
32C,male,25.7,5/20/09,42,NA,3500,moderate
32C,male,26.5,4/2/10,44.2,50.8,4050,moderate
32C,male,26.7,5/16/10,42.5,50.7,3772,moderate
32C,male,27.7,5/21/11,43,49.4,3185,moderate
32/0A,female,4.5,3/22/00,16.6,NA,185,moderate
32/0A,female,8.7,5/15/04,20.4,NA,355,moderate
32/0A,female,9.7,5/11/05,21.5,NA,400,moderate
32/0A,female,12.7,5/14/08,24.5,NA,594,moderate
32/0A,female,13.7,5/20/09,25,NA,560,moderate
32/0A,female,14.5,4/3/10,26.1,NA,710,moderate
32/0A,female,14.7,5/16/10,26.2,NA,725,moderate
32/0A,female,15.7,5/21/11,27.1,NA,746,moderate
32/0A,female,17.7,5/19/13,27,NA,777,moderate
32/0A,female,19.7,5/21/15,28.5,NA,928,moderate
32/0A,female,20.7,5/18/16,30,NA,1045,moderate
32/0A,female,21.7,5/19/17,30.6,NA,1180,moderate
32/0B,male,NA,5/20/15,29.7,35.7,945,moderate
32/0B,male,NA,5/18/16,30.7,38.9,963,moderate
33A,male,NA,3/15/82,31.75,39.37,1000,moderate
33A,male,NA,3/18/83,34.29,43.82,1600,moderate
33A,male,NA,3/20/86,42.86,50.8,3408,moderate
33A,male,NA,3/21/88,44.45,53.34,4475,moderate
33B,female,NA,3/22/94,28.9,36.3,865,moderate
33B,female,NA,5/12/01,29.5,37,1000,moderate
33C,male,NA,5/20/15,25.3,34.9,691,moderate
33C,male,NA,5/22/16,28.2,37.6,880,moderate
33C,male,NA,5/18/17,30,40.5,1100,moderate
33C,male,NA,5/19/19,35.6,46.7,2675,moderate
33D,female,NA,5/19/17,20.2,28.2,360,moderate
33/0A,male,1.5,3/22/00,12.5,16.5,80,moderate
33/0A,male,3.7,5/18/02,15.8,21,150,moderate
33/0A,male,4.7,5/16/03,18.8,25.7,295,moderate
33/0A,male,5.7,5/14/04,20.6,27.5,335,moderate
33/0A,male,6.7,5/11/05,23.5,31.5,550,moderate
33/0A,male,9.7,5/14/08,35,44.5,1978,moderate
33/0A,male,10.7,5/20/09,37.5,46.3,2474,moderate
33/0A,male,11.7,5/16/10,39.5,47.5,2830,moderate
33/6A,female,8.5,3/20/95,23.5,31,480,moderate
33/6A,female,11.5,3/12/98,24.9,31.9,470,moderate
33/6A,female,13.5,3/22/00,25.5,33,670,moderate
33/6A,female,15.8,6/22/02,27.2,33.5,654,moderate
33/6A,female,16.7,5/16/03,27.1,33.5,725,moderate
33/6A,female,17.7,5/14/04,27.1,33.6,765,moderate
33/6A,female,21.5,3/29/08,27.5,34.4,890,moderate
33/6A,female,24.7,5/21/11,29,35.5,1012,moderate
33/6A,female,28.7,5/21/15,29.2,34.8,960,moderate
33/6A,female,29.7,5/18/16,29,35,925,moderate
34A,male,NA,3/15/82,43.18,NA,2650,moderate
34B,female,9.5,3/21/94,25.8,33.2,610,moderate
34C,female,2.7,5/16/10,13.9,19.8,105,moderate
34C,female,5.7,5/20/13,18.2,26.8,260,moderate
34C,female,7.7,5/21/15,20.7,29.6,340,moderate
34C,female,8.7,5/18/16,22.5,31,411,moderate
34C,female,8.9,9/9/16,22.1,31.5,470,moderate
34C,female,11.7,5/19/19,23.5,33.5,525,moderate
34/0A,male,3.5,3/22/00,16.5,23,190,moderate
34/0A,male,7.7,5/14/04,21,25.1,338,moderate
34/0A,male,8.7,5/11/05,22.8,27,490,moderate
35A,male,8.5,3/15/82,23.5,NA,500,moderate
35A,male,9.5,3/14/83,27.94,NA,905,moderate
35A,male,12.5,3/20/86,35.56,NA,1930,moderate
35A,male,14.5,3/21/88,41.91,NA,3200,moderate
35A,male,16.5,3/22/90,43.18,NA,3500,moderate
35A,male,18.5,3/22/92,45.72,NA,3422,moderate
35B,female,8.5,3/22/94,23.6,31.4,480,moderate
35B,female,14.5,3/22/00,25,34.1,725,moderate
35B,female,19.7,5/12/05,26.7,35.2,600,moderate
35B,female,23.7,5/20/09,27.6,33.8,747,moderate
35B,female,24.7,5/16/10,27.5,33.5,815,moderate
35B,female,29.7,5/20/15,NA,NA,705,moderate
35B,female,30.7,5/18/16,27.2,33.7,695,moderate
35C,male,NA,5/20/15,23.5,30.5,572,moderate
35C,male,NA,5/18/16,25.8,32.6,640,moderate
35C,male,NA,5/18/17,27.2,33.8,800,moderate
35C,male,NA,5/19/19,29.3,36.5,1083,moderate
35/0A,male,3.5,3/22/00,16.8,22.5,210,moderate
35/0A,male,7.7,5/15/04,18,24.3,210,moderate
35/0A,male,8.7,5/12/05,19.3,24.7,292,moderate
36A,male,6.5,3/15/82,20.96,26.04,330,moderate
36A,male,7.5,3/14/83,22.86,30.48,520,moderate
36A,male,10.5,3/20/86,32.39,41.28,1433,moderate
36B,male,NA,3/22/94,38.6,42,1970,moderate
36/0A,female,NA,3/22/00,28,35.1,1065,moderate
36/0B,male,NA,5/12/05,27.6,33.8,850,moderate
37A,male,NA,3/15/82,27.94,34.93,830,moderate
37A,male,NA,3/18/83,31.75,39.37,1210,moderate
37A,male,NA,3/21/86,38.42,43.82,2103,moderate
37B,female,NA,3/20/95,32.2,38.5,1108,moderate
37B,female,NA,5/12/01,31.9,38.4,1223,moderate
37C,male,5.7,5/20/15,18.8,NA,275,moderate
37C,male,6.7,5/18/16,21,NA,360,moderate
37C,male,6.9,9/8/16,21,NA,375,moderate
37C,male,7.7,5/18/17,22.6,NA,388,moderate
37C,male,8.7,6/3/18,24,NA,520,moderate
37C,male,8.9,9/3/18,24.9,NA,590,moderate
37C,male,9.7,5/19/19,26.5,NA,705,moderate
37D,female,NA,5/19/19,23.7,30.8,620,moderate
37E,female,NA,5/19/19,23.6,31,500,moderate
37/0A,female,6.5,3/22/00,19.5,26.2,300,moderate
37/0A,female,7.7,5/12/01,20.2,27.6,380,moderate
37/0A,female,10.7,5/14/04,22.6,30.2,408,moderate
37/0A,female,14.7,5/14/08,26.7,33.8,797,moderate
37/0B,male,7.7,5/12/05,23,30.6,565,moderate
37/0B,male,15.7,5/20/05,31,36.5,1200,moderate
38A,male,NA,3/15/82,27.94,NA,660,moderate
38A,male,NA,3/14/83,29.21,NA,1090,moderate
38B,female,NA,3/21/95,24.9,31.5,502,moderate
38B,female,NA,6/21/01,25.3,32.6,NA,moderate
38B,female,NA,5/18/03,25.8,32.2,558,moderate
38B,female,NA,5/14/04,25.8,32.2,495,moderate
38C,male,NA,5/20/13,29,34.7,952,moderate
38/0A,male,5.5,3/22/00,19.2,25.5,265,moderate
38/0A,male,6.7,5/12/01,20.4,26.3,330,moderate
38/0A,male,7.7,5/18/02,22.3,29.3,466,moderate
38/0A,male,8.7,5/16/03,25.2,NA,628,moderate
38/0A,male,9.7,5/14/04,28.5,NA,855,moderate
38/0A,male,10.7,5/11/05,33,NA,1417,moderate
38/0A,male,13.5,3/29/08,42.2,NA,3250,moderate
38/0A,male,14.5,5/20/09,45,NA,3553,moderate
38/0B,male,7.7,5/12/05,22.6,30.1,473,moderate
38/0B,male,10.7,5/14/08,27.7,36.2,795,moderate
38/0B,male,11.7,5/20/09,31,38.4,1301,moderate
39A,female,NA,3/15/82,26.67,NA,650,moderate
39A,female,3.5,3/20/95,15.5,21.3,140,moderate
39B,female,8.5,3/22/00,22.5,31,510,moderate
39B,female,10.1,10/19/01,24,32.7,NA,moderate
39C,male,NA,5/20/13,22,31.3,451,moderate
39C,male,NA,5/22/16,25.7,35.1,730,moderate
39C,male,NA,5/19/17,26.8,36.1,693,moderate
39/0A,female,3.5,3/22/00,17,23.3,225,moderate
39/0A,female,6.7,5/18/03,19.1,25.3,272,moderate
39/0A,female,8.7,5/12/05,20.6,26.7,326,moderate
39/0A,female,11.7,5/14/08,24,30.9,538,moderate
39/0A,female,12.7,5/20/09,26,32.1,758,moderate
39/0A,female,13.7,5/16/10,26.5,32.9,858,moderate
39/0A,female,14.7,5/21/11,28,34.2,995,moderate
39/0A,female,16.7,5/20/13,30.3,36.2,1113,moderate
39/0A,female,18.7,5/20/15,32.4,36.7,1307,moderate
39/0A,female,19.7,5/17/16,31.9,37.1,1401,moderate
39/0A,female,19.8,6/24/16,31.8,36.5,1405,moderate
39/0A,female,20.7,5/19/17,32.2,37.1,1340,moderate
40A,male,9.5,3/10/80,26.04,33.02,620,moderate
40A,male,11.5,3/15/82,26.99,34.29,600,moderate
40A,male,15.5,3/20/86,30.16,38.42,1141,moderate
40A,male,17.5,3/21/88,36.83,41.91,1935,moderate
40A,male,19.5,3/24/90,35.88,42.55,1912,moderate
40A,male,29.5,3/21/00,37,43,2055,moderate
40A,male,30.8,6/16/01,37,42.8,NA,moderate
40A,male,31.8,6/20/02,38.2,42.6,1685,moderate
40B,male,NA,3/21/88,43.82,51.44,3260,moderate
40B,male,NA,3/22/90,43.18,50.8,3060,moderate
40B,male,NA,3/22/92,43.82,50.17,3360,moderate
40B,male,NA,3/21/94,43.6,49.9,3526,moderate
