animal_id,sex,age,date,svl,tail-length,body-mass,feeding,,,,
64/0A,male,5.7,5/9/01,17.5,24.5,230,high,,,,
64/0A,male,6.7,5/15/02,18.5,26.7,275,high,,,,
64/0A,male,7.7,5/19/03,21.3,29.2,453,high,,,,
64/0A,male,8.7,5/12/04,23.4,31.5,461,high,,,,
64/0A,male,9.7,5/15/05,24.8,33.2,595,high,,,,
64/0B,male,NA,5/13/01,27,35.6,735,high,,,,
64/0B,male,NA,6/18/02,28.2,36.8,765,high,,,,
65B,female,NA,3/23/92,26.67,37.47,696,high,,,,
65B,female,NA,3/19/94,29.2,38.7,940,high,,,,
65B,female,NA,3/22/96,30.5,39.2,1025,high,,,,
65B,female,NA,3/10/98,30.2,41.7,1240,high,,,,
65B,female,NA,3/20/00,30.5,42,1140,high,,,,
65B,female,NA,5/10/01,31,41.7,1105,high,,,,
65B,female,NA,5/15/02,32,42.6,1258,high,,,,
65B,female,NA,7/3/02,32,NA,NA,high,,,,
65B,female,NA,5/14/03,31,42.2,1288,high,,,,
65B,female,NA,5/12/04,33.5,41.2,1222,high,,,,
65B,female,NA,5/13/05,33,42,1174,high,,,,
65B,female,NA,5/12/08,32.5,40.8,1455,high,,,,
65B,female,NA,5/19/09,33,42,1395,high,,,,
65B,female,NA,5/12/10,33.4,41.7,1170,high,,,,
65B,female,NA,5/17/11,33.5,41.3,1390,high,,,,
65D,male,NA,5/17/19,23,NA,475,high,,,,
65/6B,female,NA,5/11/08,26,36.1,722,high,,,,
65/7A,male,NA,5/16/04,26.4,NA,660,high,,,,
65/7A,male,NA,5/14/05,26.5,NA,748,high,,,,
65/7A,male,NA,5/11/08,29.9,NA,966,high,,,,
65/7A,male,NA,5/18/09,30.2,NA,1042,high,,,,
65/7A,male,NA,4/1/10,30.4,NA,1230,high,,,,
65/7A,male,NA,5/13/10,33,NA,1215,high,,,,
65/7A,male,NA,5/16/11,34,NA,1634,high,,,,
65/7B,male,3.7,5/11/08,16.8,23.5,195,high,,,,
65/7B,male,4.7,5/18/09,19.5,26.3,252,high,,,,
65/7B,male,5.7,5/12/10,20.8,NA,372,high,,,,
65/7B,male,6.7,5/16/11,23,NA,468,high,,,,
65/7B,male,8.7,5/16/13,26.2,NA,708,high,,,,
65/7B,male,10.7,5/17/15,30.5,NA,NA,high,,,,
65/7B,male,12.7,5/19/16,33,NA,1200,high,,,,
65/7B,male,11.9,9/8/16,33.1,NA,1225,high,,,,
65/7B,male,12.7,5/14/17,33.5,NA,1490,high,,,,
65/7B,male,13.7,6/1/18,34.7,38.8,1735,high,,,,
65/7B,male,13.9,9/2/18,35.6,39.4,2020,high,,,,
65/7B,male,14.7,5/23/19,37.5,NA,2175,high,,,,
65/8A,female,0.7,5/16/04,10.8,15.3,49.5,high,,,,
65/8A,female,12.7,5/19/16,26.6,35,696,high,,,,
66A,female,6.5,3/16/83,20.32,29.21,370,high,,,,
66A,female,9.5,3/19/86,25.4,35.24,740,high,,,,
66A,female,15.5,3/21/92,27.94,37.78,895,high,,,,
66A,female,21.5,3/11/98,29.9,38.6,950,high,,,,
66A,female,23.5,3/20/00,28,37.7,830,high,,,,
66A,female,24.8,6/27/01,29.5,39.5,NA,high,,,,
66A,female,25.7,5/15/02,29,39,1125,high,,,,
66A,female,26.7,5/17/03,29.9,39.5,1027,high,,,,
66A,female,27.7,5/11/04,30.4,39.6,1046,high,,,,
66A,female,28.7,5/14/05,31.1,39.5,1154,high,,,,
66A,female,31.7,5/11/08,32,NA,1233,high,,,,
67C,male,NA,3/19/95,27.7,36.1,755,high,,,,
67C,male,NA,6/30/01,30.1,38.8,NA,high,,,,
67C,male,NA,5/15/02,29.5,38.7,825,high,,,,
67E,male,NA,5/18/19,26.8,36,760,high,,,,
67/0A,male,NA,3/20/00,32,37,1205,high,,,,
67/0A,male,NA,5/9/01,32.5,38.8,1450,high,,,,
67/0A,male,NA,5/15/02,32.3,38.7,1215,high,,,,
67/0A,male,NA,5/14/03,33.7,39,1490,high,,,,
67/0A,male,NA,5/12/04,35,40.5,1733,high,,,,
67/0A,male,NA,5/14/05,36,40.6,2025,high,,,,
67/0A,male,NA,3/23/06,NA,NA,NA,high,,,,
67/0A,male,NA,5/11/08,38.5,41.5,1898,high,,,,
68/0A,female,6.5,3/20/00,20,NA,375,high,,,,
68/0A,female,7.7,5/9/01,21,NA,370,high,,,,
68/0A,female,8.7,5/15/02,22.2,NA,466,high,,,,
68/0A,female,9.7,5/15/03,24.6,NA,618,high,,,,
69C,female,NA,3/21/96,26,NA,640,high,,,,
69C,female,NA,3/20/00,28.5,NA,885,high,,,,
69C,female,NA,5/13/01,29,NA,870,high,,,,
69C,female,NA,5/16/02,29.5,NA,890,high,,,,
69C,female,NA,5/19/03,31.1,NA,883,high,,,,
69C,female,NA,5/13/04,29.8,NA,800,high,,,,
69E,female,1.9,9/3/18,12.3,17.3,77,high,,,,
69/0A,male,NA,3/20/00,27.5,36.3,955,high,,,,
69/0A,male,NA,5/9/01,31,38.5,1130,high,,,,
69/0A,male,NA,5/16/02,32,40.2,1305,high,,,,
69/0A,male,NA,5/15/03,34.5,43.3,1815,high,,,,
69/0A,male,NA,5/12/04,37.5,45,2125,high,,,,
69/0A,male,NA,5/14/05,40.5,47.7,2482,high,,,,
69/0A,male,NA,4/1/10,42.6,49.3,3350,high,,,,
69/0A,male,NA,5/21/13,43.3,50.1,3100,high,,,,
69/0A,male,NA,5/19/15,43,49.6,2888,high,,,,
69/0A,male,NA,5/19/16,42.5,50.3,2845,high,,,,
70B,female,8.5,3/21/92,23.5,30.8,441,high,,,,
70B,female,11.5,3/18/95,25.1,33.7,604,high,,,,
70B,female,12.5,3/21/96,25.5,33.5,650,high,,,,
70B,female,14.5,3/11/98,26.5,34.7,740,high,,,,
70B,female,16.5,3/20/00,27,35.5,840,high,,,,
70B,female,17.7,5/10/01,27,36.1,800,high,,,,
70B,female,18.7,5/15/02,28,36.5,827,high,,,,
70B,female,18.8,7/3/02,28,35.7,NA,high,,,,
70B,female,18.8,7/4/02,27.6,NA,NA,high,,,,
70B,female,19.7,5/15/03,27.6,36.3,888,high,,,,
70B,female,20.7,5/12/04,27.5,36.3,820,high,,,,
70B,female,21.7,5/13/05,29,37.2,957,high,,,,
70B,female,24.7,5/12/08,29.4,37.2,920,high,,,,
70B,female,25.7,5/18/09,29.5,38.1,985,high,,,,
70B,female,26.7,5/13/10,29.5,36,925,high,,,,
70B,female,27.7,5/17/11,29.2,35.2,730,high,,,,
70B,female,29.7,5/18/13,28.7,34.5,850,high,,,,
70B,female,31.7,5/18/15,29.1,35.3,850,high,,,,
70B,female,32.7,5/19/16,30,34.7,945,high,,,,
70B,female,33.7,5/17/17,28.7,35.5,820,high,,,,
70D,male,NA,5/16/02,26.5,35.7,727,high,,,,
70D,male,NA,5/16/08,28.5,37.5,815,high,,,,
70D,male,NA,5/16/13,32.7,42,1255,high,,,,
70D,male,NA,5/17/15,34,42.6,1500,high,,,,
70D,male,NA,5/19/16,34.8,42.9,1600,high,,,,
70D,male,NA,5/17/17,34.8,43,1690,high,,,,
70E,female,NA,5/19/16,23.8,32.5,534,high,,,,
70E,female,NA,5/17/17,23,32.7,495,high,,,,
71A,female,NA,3/16/83,29.21,38.1,975,high,,,,
71A,female,NA,3/20/88,30.8,40.01,1055,high,,,,
71A,female,NA,3/20/90,30.8,39.37,1141,high,,,,
71A,female,NA,3/12/93,NA,39.5,1015,high,,,,
71A,female,NA,3/20/94,31.4,40,1160,high,,,,
71A,female,NA,3/18/95,32,39.5,1145,high,,,,
71A,female,NA,3/10/98,33,40.9,1610,high,,,,
71A,female,NA,7/2/01,33.3,41.6,NA,high,,,,
71A,female,NA,5/15/02,33.5,41,1500,high,,,,
71A,female,NA,7/1/02,33.5,NA,NA,high,,,,
71A,female,NA,5/19/03,34,40.3,1552,high,,,,
71A,female,NA,5/14/04,33.5,40.8,1375,high,,,,
71A,female,NA,5/15/05,32.5,40.9,1330,high,,,,
71A,female,NA,5/13/10,33.7,40.2,1295,high,,,,
71A,female,NA,5/17/11,34,40.4,1130,high,,,,
71A,female,NA,4/20/12,31.7,40.7,990,high,,,,
71C,male,NA,6/28/01,26.9,35.3,NA,high,,,,
71/6B,female,NA,5/11/08,26.2,33.1,752,high,,,,
71/7A,male,NA,5/15/05,29,NA,655,high,,,,
71/7B,female,NA,5/11/08,23.8,31.8,511,high,,,,
71/7B,female,NA,5/18/09,25.2,33.3,658,high,,,,
71/7B,female,NA,5/13/10,25.3,33.4,585,high,,,,
71/7B,female,NA,5/16/11,NA,NA,NA,high,,,,
71/8A,male,6.7,5/15/05,21.7,29,414,high,,,,
71/8A,male,17.7,5/20/16,30.9,37.6,1003,high,,,,
71/8B,female,5.7,5/11/08,18.2,26.2,250,high,,,,
71/8B,female,10.7,5/22/13,28.1,36.5,840,high,,,,
71/8B,female,13.7,5/19/16,30,39.8,1200,high,,,,
71/8B,female,16.7,5/18/19,31.7,41.1,1445,high,,,,
71/9A,male,NA,5/15/05,31.2,NA,1020,high,,,,
71/9B,female,NA,5/12/08,27.1,32.8,670,high,,,,
71/9B,female,NA,5/18/09,26.2,33.3,635,high,,,,
71/9B,female,NA,5/12/10,27.4,33.5,738,high,,,,
71/9B,female,NA,5/16/11,28.7,34.5,835,high,,,,
71/9B,female,NA,4/20/12,27.5,35,760,high,,,,
71/9B,female,NA,5/17/13,27.6,35.1,805,high,,,,
71/9B,female,NA,5/17/15,29.8,36,1008,high,,,,
71/9B,female,NA,5/19/16,29.9,36.3,935,high,,,,
71/0A,female,7.5,3/11/98,21.7,28.8,370,high,,,,
71/0A,female,9.5,3/20/00,24.5,33.5,640,high,,,,
71/0A,female,10.7,5/10/01,25.3,35.5,680,high,,,,
71/0A,female,11.7,5/15/02,27.2,36.4,865,high,,,,
71/0A,female,13.7,5/11/04,28.8,37.5,880,high,,,,
71/0A,female,14.7,5/13/05,29,38,984,high,,,,
71/0A,female,17.7,5/12/08,29.7,38.1,1002,high,,,,
71/0A,female,19.7,5/12/10,30.4,39,980,high,,,,
71/0B,male,NA,5/14/01,26.6,34.1,770,high,,,,
71/0B,male,NA,6/27/02,27.6,37,790,high,,,,
72B,female,8.5,3/20/94,23.5,30.5,439,high,,,,
72B,female,9.5,3/19/95,23.5,30.5,430,high,,,,
72B,female,10.5,3/22/96,23.7,31.1,505,high,,,,
72B,female,12.5,3/10/98,27,34.6,770,high,,,,
72B,female,14.5,3/20/00,27.5,35.5,865,high,,,,
72B,female,15.7,5/10/01,28.5,35.5,770,high,,,,
72B,female,16.7,5/15/02,29.5,37,1077,high,,,,
72B,female,16.8,7/11/02,29.5,NA,NA,high,,,,
72B,female,18.7,5/11/04,30,36.3,908,high,,,,
72B,female,22.7,5/12/08,30,37,1000,high,,,,
72B,female,25.7,5/17/11,31,36,970,high,,,,
72B,female,29.7,5/22/15,31.7,35.2,798,high,,,,
72B,female,30.7,5/20/16,30.8,35.7,828,high,,,,
72D,male,NA,5/22/15,27,36.6,778,high,,,,
72D,male,NA,5/14/17,30,40.9,1125,high,,,,
72D,male,NA,6/1/18,35.5,44.7,1875,high,,,,
72D,male,NA,9/2/18,37.4,46.7,2060,high,,,,
72/0A,male,NA,3/20/00,25.5,34,700,high,,,,
72/0A,male,NA,5/17/02,26,34.5,620,high,,,,
72/0B,female,NA,6/21/01,29,38,NA,high,,,,
73B,male,NA,3/24/92,34.29,44.45,1695,high,,,,
73B,male,NA,3/20/94,36,45.2,1875,high,,,,
73B,male,NA,3/22/96,36.8,47,2030,high,,,,
73B,male,NA,5/14/01,NA,NA,2200,high,,,,
73B,male,NA,5/17/02,40.5,NA,2950,high,,,,
73B,male,NA,5/15/04,41.4,NA,3339,high,,,,
73B,male,NA,5/13/05,NA,NA,NA,high,,,,
73D,female,NA,5/20/16,25.8,33.9,515,high,,,,
73/8A,male,8.7,5/21/13,25.5,31.7,535,high,,,,
73/9A,male,7.7,5/15/05,23.1,30.2,485,high,,,,
73/0A,male,5.5,3/20/00,18.6,15.8,280,high,,,,
73/0A,male,7.8,6/18/02,22,29.7,450,high,,,,
73/0A,male,8.7,5/14/03,24.2,32.2,555,high,,,,
73/0B,male,8.7,5/14/01,24.5,34.6,565,high,,,,
73/0B,male,9.7,5/20/02,26.2,36.1,700,high,,,,
73/0B,male,10.7,5/14/03,27.2,37.9,906,high,,,,
73/0B,male,11.7,5/12/04,29.5,40.9,1055,high,,,,
73/0B,male,16.7,5/19/09,39.3,49.2,2730,high,,,,
73/0B,male,17.7,5/13/10,NA,49,NA,high,,,,
74E,female,NA,5/22/16,24.8,33.5,593,high,,,,
74/7A,male,NA,5/15/05,30.1,37,965,high,,,,
74/7B,female,NA,5/12/08,27,33.8,642,high,,,,
74/7B,female,NA,5/15/10,27.1,34.1,690,high,,,,
74/7B,female,NA,6/4/18,27,34.6,775,high,,,,
74/8A,female,6.7,5/15/05,21.5,28.6,395,high,,,,
74/8A,female,16.7,5/19/15,26,31.9,556,high,,,,
74/8A,female,17.7,5/22/16,NA,NA,570,high,,,,
74/8A,female,18.7,5/17/17,25.7,32.3,595,high,,,,
74/8A,female,20.7,5/18/19,25.5,32.4,537,high,,,,
74/8B,female,4.7,5/12/08,17.9,24.4,190,high,,,,
74/8B,female,5.7,5/14/10,20.2,27.8,298,high,,,,
74/8B,female,6.7,5/19/11,21.2,29.2,307,high,,,,
74/8B,female,10.7,5/18/15,24.6,32.5,542,high,,,,
74/8B,female,11.7,5/20/16,24.6,33.5,570,high,,,,
74/8B,female,13.9,9/3/18,25.6,33.8,515,high,,,,
74/8B,female,14.7,5/23/19,26.2,33.9,580,high,,,,
74/9A,male,6.7,5/16/05,21,28.3,345,high,,,,
74/9B,female,NA,5/13/08,30.5,40.2,970,high,,,,
74/9B,female,NA,5/19/16,32,41.2,1233,high,,,,
74/9B,female,NA,5/14/17,31.7,41.1,1160,high,,,,
74/0A,male,NA,3/20/00,25.5,33,709,high,,,,
74/0A,male,NA,5/10/01,26.5,34.3,730,high,,,,
74/0A,male,NA,5/15/02,26.7,34.8,717,high,,,,
75A,female,6.5,3/17/83,20.32,28.58,315,high,,,,
75A,female,11.5,3/20/88,27.31,36.83,792,high,,,,
75A,female,13.5,3/23/90,28.58,38.1,812,high,,,,
75A,female,18.5,3/19/95,29.5,38.2,960,high,,,,
75A,female,19.5,3/22/96,29.5,NA,940,high,,,,
75A,female,21.5,3/13/98,29.8,38.6,1120,high,,,,
75A,female,24.7,5/9/01,30.5,39,1165,high,,,,
75A,female,24.8,6/27/01,30.5,NA,NA,high,,,,
75A,female,25.7,5/15/02,30.6,40,1137,high,,,,
75A,female,26.7,5/15/03,31.5,41.1,1472,high,,,,
75A,female,27.7,5/11/04,33,40.7,1415,high,,,,
75A,female,28.7,5/15/05,32.6,41.6,1548,high,,,,
75A,female,31.7,5/12/08,32.7,42,1430,high,,,,
75A,female,32.7,5/19/09,33.1,41.7,1275,high,,,,
75A,female,39.7,5/22/16,NA,NA,NA,high,,,,
75C,female,0.8,6/30/02,10.4,15.7,37.5,high,,,,
75D,male,NA,5/22/15,29.5,38,980,high,,,,
75D,male,NA,5/20/16,30.1,38.8,990,high,,,,
75/6A,male,8.7,5/16/05,24.7,33.1,630,high,,,,
75/6A,male,14.7,5/19/11,29.5,37.5,870,high,,,,
75/6A,male,16.7,5/18/13,29.3,38.2,885,high,,,,
75/6A,male,18.7,5/19/15,30.6,37.8,1090,high,,,,
75/6A,male,19.7,5/20/16,31.1,38.9,1010,high,,,,
75/6B,female,7.7,5/13/08,22.6,31.2,515,high,,,,
75/6B,female,8.7,5/19/09,24,33,570,high,,,,
75/6B,female,15.7,5/19/16,27,34.6,650,high,,,,
75/6B,female,16.7,5/17/17,27.9,35.3,705,high,,,,
75/7B,female,NA,5/13/08,25,34.3,588,high,,,,
75/8A,male,NA,5/11/08,29,38.3,895,high,,,,
75/8A,male,NA,5/19/09,29.5,39.4,1034,high,,,,
75/9A,male,7.7,5/11/08,22.8,32,444,high,,,,_
75/9A,male,8.7,5/18/09,26,36,705,high,,,,
75/9A,male,9.7,5/12/10,29.4,39.5,911,high,,,,
75/9A,male,10.7,5/16/11,31.3,42.3,1150,high,,,,
75/9A,male,12.7,5/16/13,34,45.1,1455,high,,,,
75/9A,male,14.7,5/18/15,36.5,46.1,1593,high,,,,
75/9A,male,16.7,5/16/17,37.3,45.7,1990,high,,,,
76A,female,5.5,3/20/94,18.5,25.5,222,high,,,,
76A,female,6.5,3/18/95,19.5,26,295,high,,,,
76A,female,7.5,3/22/96,21,28.6,375,high,,,,
76A,female,9.5,3/10/98,23.7,33,600,high,,,,
76A,female,11.5,3/20/00,25.5,34.8,670,high,,,,
76A,female,12.7,5/10/01,26.5,35.4,780,high,,,,
76A,female,13.7,5/16/02,27,36.5,845,high,,,,
76A,female,NA,7/5/02,27,NA,NA,high,,,,
76A,female,14.7,5/15/03,29,37.3,1055,high,,,,
76A,female,15.7,5/12/04,29.7,37.6,1015,high,,,,
76A,female,16.7,5/13/05,30,38.2,1005,high,,,,
76A,female,19.7,5/11/08,30.1,37.8,1125,high,,,,
76A,female,20.7,5/18/09,30,38.5,1058,high,,,,
76B,male,NA,3/22/96,29.2,38.6,970,high,,,,
76B,male,NA,6/26/01,33.8,43,NA,high,,,,
76B,male,NA,5/12/04,34.5,43.3,1196,high,,,,
76B,male,NA,5/15/05,34.2,43.1,1500,high,,,,
76B,male,NA,5/13/10,38.7,46.2,2492,high,,,,
76B,male,NA,5/19/11,39.5,46.3,2288,high,,,,
76B,male,NA,5/22/15,39.4,NA,2160,high,,,,
77C,male,5.5,3/11/98,19.1,26.5,250,high,,,,
77C,male,7.5,3/23/00,21,29.5,410,high,,,,
77C,male,8.8,6/26/01,23.7,31,NA,high,,,,
77C,male,9.7,5/20/02,23.5,33.6,542,high,,,,
77/0A,male,8.5,3/20/00,24,NA,530,high,,,,
77/0A,male,9.7,5/10/01,23.7,NA,555,high,,,,
77/0A,male,10.8,6/27/02,24.4,NA,485,high,,,,
77/0A,male,12.7,5/12/04,25,NA,466,high,,,,
77/0A,male,13.7,5/13/05,25,NA,557,high,,,,
77/0A,male,16.7,5/11/08,26.5,NA,712,high,,,,
77/0A,male,17.7,5/18/09,28.5,NA,1020,high,,,,
77/0A,male,18.7,5/13/10,30.6,NA,905,high,,,,
77/0A,male,19.7,5/16/11,32.2,NA,1380,high,,,,
77/0A,male,21.7,5/16/13,36.5,NA,1850,high,,,,
77/0B,female,4.8,6/22/01,18,26.4,NA,high,,,,
77/0B,female,5.7,5/20/02,19.5,27.1,318,high,,,,
77/0B,female,6.7,5/17/03,21.1,29.7,402,high,,,,
77/0B,female,18.7,5/19/15,26.5,36.2,740,high,,,,
77/0B,female,20.7,5/17/17,27.3,36.2,775,high,,,,
78B,female,5.5,3/20/94,18.4,25.7,242,high,,,,
78B,female,11.5,3/20/00,22.2,30.3,380,high,,,,
78B,female,12.7,5/10/01,22.5,31.2,500,high,,,,
78B,female,13.7,5/15/02,26,33.7,680,high,,,,
78B,female,14.7,5/17/03,26.5,32.4,716,high,,,,
78B,female,16.7,5/16/05,26.7,34.1,696,high,,,,
78B,female,19.7,5/11/08,29,35.5,902,high,,,,
78B,female,20.7,5/19/09,29,35.9,930,high,,,,
78C,male,NA,5/17/16,31.7,39.4,1200,high,,,,
78C,male,NA,5/17/17,32.5,40.5,1564,high,,,,
78D,male,NA,5/20/16,19.7,26.3,277,high,,,,
78D,male,NA,5/23/19,23.2,29.3,389,high,,,,
78/0A,male,NA,3/20/00,26.5,36,800,high,,,,
78/0A,male,NA,5/9/01,30,39.1,1130,high,,,,
78/0A,male,NA,5/15/02,33,41,1356,high,,,,
78/0A,male,NA,5/15/03,34.5,43.9,1685,high,,,,
78/0A,male,NA,5/12/04,37.5,44.2,2005,high,,,,
78/0A,male,NA,5/14/05,38.2,44.8,2322,high,,,,
79B,female,NA,3/11/98,24.5,30.4,570,high,,,,
79B,female,NA,3/23/00,25.5,31.2,656,high,,,,
79B,female,NA,5/10/01,25.4,32,673,high,,,,
79B,female,NA,6/21/02,26.7,31.6,775,high,,,,
79B,female,NA,5/19/03,26.5,32.2,812,high,,,,
79B,female,NA,5/16/04,27.2,32.8,752,high,,,,
79B,female,NA,5/14/05,27.2,32.7,700,high,,,,
79B,female,NA,5/13/08,27.2,33.7,743,high,,,,
79B,female,NA,5/14/10,28.3,33,794,high,,,,
79B,female,NA,5/18/15,28.5,34.5,755,high,,,,
79B,female,NA,5/22/16,28.5,34.4,888,high,,,,
79B,female,NA,6/1/18,28.1,34.5,910,high,,,,
79B,female,NA,5/23/19,29.4,34.5,920,high,,,,
79C,male,NA,6/29/01,26.5,33.1,NA,high,,,,
79C,male,NA,5/19/03,25.9,33,453,high,,,,
80C,male,NA,5/20/02,22.4,30.3,599,high,,,,
80C,male,NA,5/15/05,25,34.4,677,high,,,,
80C,male,NA,5/16/08,28.2,37.5,910,high,,,,
80C,male,NA,5/18/19,36.2,45,2030,high,,,,
80D,male,1.7,5/20/02,12.5,17,NA,high,,,,
80D,male,15.7,5/20/16,26.4,33.9,602,high,,,,
80/0A,male,0.5,3/22/86,11.75,NA,66,high,,,,
80/0A,male,9.5,3/18/95,24.5,NA,585,high,,,,
80/0A,male,15.8,7/1/01,27,NA,NA,high,,,,
80/0A,male,16.8,7/10/02,28.1,NA,730,high,,,,
80/0A,male,24.8,5/15/10,29,NA,850,high,,,,
80/0B,female,NA,5/13/01,26.2,36.5,540,high,,,,
80/0C,male,3.8,6/29/01,16.1,21.5,NA,high,,,,
81C,male,NA,6/29/01,31.3,41.2,NA,high,,,,
81C,male,NA,5/16/02,29.2,38.3,776,high,,,,
81C,male,NA,5/12/08,32,41.3,1215,high,,,,
81C,male,NA,5/18/13,33.7,43.2,1274,high,,,,
81C,male,NA,5/18/15,34,43.5,1400,high,,,,
81C,male,NA,5/19/16,34.6,42.5,1400,high,,,,
81C,male,NA,5/14/17,34,42.7,1235,high,,,,
81C,male,NA,5/18/19,NA,NA,NA,high,,,,
81/6A,male,7.7,5/11/08,23.7,31.7,505,high,,,,
81/6A,male,8.7,5/18/09,26.5,35.5,717,high,,,,
81/6A,male,9.5,4/1/10,27.8,37.8,1040,high,,,,
81/6A,male,9.7,5/12/10,30,39,1075,high,,,,
81/6A,male,10.7,5/16/11,31.9,41.3,1255,high,,,,
81/6A,male,11.6,4/20/12,32.5,41.5,1570,high,,,,
81/8A,male,NA,5/13/08,25.5,32.6,563,high,,,,
81/8A,male,NA,5/18/09,28,36.5,1222,high,,,,
81/8A,male,NA,4/2/10,27.9,38.2,880,high,,,,
81/8A,male,NA,5/12/10,29.8,38.5,888,high,,,,
81/8A,male,NA,5/17/11,31.1,40.9,1150,high,,,,
81/8A,male,NA,5/17/13,35,43.4,1555,high,,,,
81/8A,male,NA,5/17/15,36.1,45.5,1853,high,,,,
81/8B,female,3.7,5/18/09,15.6,20.8,152,high,,,,
81/8B,female,5.7,5/16/11,17.4,24.4,230,high,,,,
81/8B,female,12.7,5/17/13,21.4,28.9,390,high,,,,
81/8B,female,14.7,5/18/15,22.7,30,426,high,,,,
81/8B,female,15.7,5/19/16,23,29.8,420,high,,,,
81/8B,female,16.7,5/14/17,22.9,30.1,475,high,,,,
81/8B,female,17.9,9/2/18,23.5,30.3,430,high,,,,
81/9A,male,7.7,5/16/08,23.5,33.5,532,high,,,,
81/9A,male,9.7,5/14/10,25.4,35.2,655,high,,,,
81/9B,female,3.7,5/18/09,15.3,22,160,high,,,,
81/9B,female,7.7,5/16/13,20.6,30,379,high,,,,
81/9B,female,9.7,5/17/15,23.5,33.1,536,high,,,,
81/9B,female,10.7,5/19/16,23.7,33.7,485,high,,,,
81/9B,female,10.9,9/2/16,24.1,33.6,510,high,,,,
81/9B,female,11.7,5/14/17,24.8,34.5,820,high,,,,
81/9B,female,13.7,5/17/19,26,35.7,677,high,,,,
81/0A,female,6.5,3/20/00,20,28.2,365,high,,,,
81/0A,female,7.7,5/10/01,21.5,31.5,440,high,,,,
81/0A,female,8.7,5/16/02,24,33.2,565,high,,,,
81/0A,female,9.7,5/14/03,26,35.7,731,high,,,,
81/0A,female,10.7,5/12/04,26.1,35.8,642,high,,,,
81/0A,female,11.7,5/13/05,26.5,36.9,850,high,,,,
81/0A,female,14.7,5/11/08,28.7,37.5,900,high,,,,
81/0A,female,15.7,5/18/09,29.5,38.3,1002,high,,,,
81/0A,female,16.7,5/12/10,30,38,990,high,,,,
81/0A,female,17.7,5/16/11,31.3,38.5,1027,high,,,,
81/0A,female,19.7,5/17/13,30.7,39.2,1105,high,,,,
81/0A,female,21.7,5/17/15,31.1,39.7,985,high,,,,
81/0A,female,22.7,5/20/16,31.1,39.8,1042,high,,,,
81/0A,female,23.7,5/17/17,30.5,38.9,973,high,,,,
81/0B,male,7.7,5/14/01,29.5,36.8,940,high,,,,
81/0B,male,9.7,5/17/03,29,38.2,994,high,,,,
82C,male,NA,5/16/02,30,39.1,1047,high,,,,
82C,male,NA,5/12/04,31.1,40.1,1030,high,,,,
82C,male,NA,5/14/10,32.5,41.7,1293,high,,,,
82C,male,NA,5/17/11,33.2,42.2,1210,high,,,,
82D,female,3.7,5/17/19,16.7,23.5,189,high,,,,
82/6B,female,NA,5/18/09,20,27.5,315,high,,,,
82/6B,female,NA,5/13/10,21.2,29.8,347,high,,,,
82/6B,female,NA,5/17/11,23.3,32.4,480,high,,,,
82/6B,female,NA,5/16/13,25.1,34.2,600,high,,,,
82/6B,female,NA,5/17/15,25.8,35.3,690,high,,,,
82/6B,female,NA,5/19/16,26.8,35,680,high,,,,
82/6B,female,NA,6/4/18,27.7,36,875,high,,,,
82/6B,female,NA,9/2/18,27.7,35.8,740,high,,,,
82/8A,male,4.7,5/18/09,17.3,24.1,197,high,,,,
82/8A,male,5.7,5/12/10,20,28.6,325,high,,,,
82/8A,male,6.7,5/16/11,23,32.1,495,high,,,,
82/8A,male,7.6,4/20/12,24.8,35.6,660,high,,,,
82/8A,male,8.7,5/16/13,29.7,40,1000,high,,,,
82/8A,male,10.7,5/18/15,34,45.8,1607,high,,,,
82/8A,male,11.7,5/19/16,36.2,46.3,1852,high,,,,
82/8A,male,12.7,5/14/17,39.2,48.2,2610,high,,,,
82/9B,female,4.7,5/19/09,17.5,23.8,208,high,,,,
82/9B,female,6.7,5/17/11,17.8,24,188,high,,,,
82/9B,female,8.7,5/16/13,24.5,33.1,580,high,,,,
82/9B,female,10.7,5/18/15,25.9,34.9,698,high,,,,
82/9B,female,11.7,5/22/16,25.5,35.3,740,high,,,,
82/0A,male,7.5,3/20/00,23,30.3,530,high,,,,
82/0A,male,8.7,5/14/01,23.5,32.4,575,high,,,,
82/0A,male,9.7,5/15/02,26.6,34.4,725,high,,,,
82/0A,male,10.7,5/15/03,30.5,37.7,1143,high,,,,
82/0A,male,11.7,5/11/04,32.5,40.5,1477,high,,,,
82/0B,female,1.8,6/22/01,13.6,18.6,NA,high,,,,
82/0B,female,5.7,5/13/05,19.3,27.4,287,high,,,,
83C,male,NA,3/11/98,32.9,42.3,1340,high,,,,
83C,male,NA,5/14/01,32.8,41.6,1290,high,,,,
83C,male,NA,5/14/04,32.5,41.4,990,high,,,,
83E,female,NA,5/17/19,23.2,31.3,560,high,,,,
83/6A,female,2.7,5/12/08,15.2,21.5,135,high,,,,
83/6A,female,4.7,5/13/10,17.5,25,222,high,,,,
83/6A,female,5.7,5/19/11,19.4,27.4,270,high,,,,
83/6A,female,7.7,5/16/13,23.2,31.8,560,high,,,,
83/6A,female,9.7,5/18/15,24.7,33.5,600,high,,,,
83/6A,female,10.7,5/19/16,25.2,33.8,662,high,,,,
83/8A,male,2.7,5/13/08,14.2,19.9,115,high,,,,
